,days,susceptible,exposed,infected,recovered,total
0,0.0,9800.0,0.0,200.0,0.0,10000.0
1,0.01,9799.8236,0.1764,199.8,0.2,10000.0
2,0.02,9799.647379572025,0.3522676279752,199.6005528,0.39980000000000004,10000.0
3,0.03,9799.471338218946,0.5276044457979379,199.40165678245594,0.5994005528,10000.0
4,0.04,9799.295475445108,0.7024120107453163,199.2033103345651,0.798802209582456,10000.000000000002
5,0.05,9799.119790756318,0.8766918755127929,199.005511848252,0.998005519917021,10000.000000000002
6,0.06,9798.944283659852,1.050445588227729,198.80825972015478,1.1970110317652731,10000.0
7,0.07,9798.768953664441,1.2236746924628994,198.61155235161107,1.395819291485428,10000.0
8,0.08,9798.593800280269,1.3963807272499595,198.41538814864438,1.594430843837039,10000.0
9,0.09,9798.418823018972,1.5685652270928756,198.21976552195025,1.7928462319856833,10000.0
10,0.1,9798.24402139363,1.7402297219813114,198.0246828868825,1.9910659975076335,10000.000000000002
11,0.11,9798.069394918763,1.9113757374039777,197.83013866343956,2.189090680394516,10000.0
12,0.12,9797.89494311033,2.08200479436194,197.63613127625092,2.3869208190579556,10000.0
13,0.13,9797.720665485722,2.2521184093818887,197.4426591545634,2.5845569503342065,10000.000000000002
14,0.14,9797.546561563755,2.4217180945293655,197.2497207322276,2.78199960948877,10000.0
15,0.15,9797.372630864673,2.590805357421957,197.0573144476844,2.9792493302209975,10000.0
16,0.16,9797.198872910138,2.759381701242442,196.86543874395156,3.176306644668682,10000.0
17,0.17,9797.025287223225,2.9274486247519054,196.6740920686101,3.3731720834126335,10000.0
18,0.18,9796.851873328425,3.0950076223028073,196.48327287379098,3.569846175481244,10000.000000000002
19,0.19,9796.678630751632,3.262060183852019,196.2929796161618,3.7663294483550347,10000.000000000002
20,0.2,9796.505559020143,3.4286077949738143,196.10321075691334,3.9626224279711963,10000.000000000002
21,0.21,9796.332657662653,3.594651936872829,195.91396476174637,4.15872563872811,10000.000000000002
22,0.22,9796.159926209255,3.7601940863969734,195.72524010085837,4.354639603489856,10000.0
23,0.23,9795.98736419143,3.9252357160503135,195.5370352489303,4.550364843590715,10000.0
24,0.24,9795.814971142041,4.089778294005911,195.34934868511345,4.745901878839645,10000.0
25,0.25,9795.64274659534,4.2538232841186225,195.16217889301635,4.941251227524759,10000.0
26,0.26,9795.470690086953,4.417372145937866,194.97552436069157,5.136413406417776,10000.0
27,0.27,9795.298801153878,4.580426334720344,194.78938358062274,5.331388930778467,10000.0
28,0.28,9795.127079334487,4.742987301442733,194.60375504971157,5.52617831435909,10000.0
29,0.29,9794.955524168512,4.9050564928143325,194.41863726926474,5.720782069408801,10000.0
30,0.3,9794.784135197051,5.0666353512896745,194.2340287449811,5.915200706678066,10000.0
31,0.31,9794.612911962557,5.227725315081102,194.04992798693868,6.109434735423047,9999.999999999998
32,0.32,9794.441854008835,5.388327818171304,193.86633350958192,6.303484663409986,9999.999999999998
33,0.33,9794.270960881044,5.548444290325816,193.6832438317087,6.497350996919567,9999.999999999998
34,0.34,9794.100232125684,5.708076157105477,193.50065747645763,6.691034240751276,9999.999999999998
35,0.35000000000000003,9793.929667290597,5.8672248398788645,193.3185729712954,6.8845348982277335,9999.999999999998
36,0.36,9793.75926592496,6.025891755834674,193.13698884800385,7.077853471199029,9999.999999999998
37,0.37,9793.58902757929,6.184078317994072,192.95590364266752,7.270990460047033,9999.999999999998
38,0.38,9793.418951805425,6.341785935223017,192.77531589566084,7.4639463636897005,9999.999999999998
39,0.39,9793.249038156533,6.499016012244526,192.59522415163562,7.656721679585361,9999.999999999998
40,0.4,9793.079286187101,6.655769949650926,192.41562695950847,7.849316903736997,9999.999999999998
41,0.41000000000000003,9792.909695452938,6.812049143916052,192.23652287244826,8.041732530696505,10000.0
42,0.42,9792.740265511158,6.967854987407419,192.05791044786363,8.233969053568954,9999.999999999998
43,0.43,9792.570995920192,7.1231888683983495,191.8797882473906,8.426026964016817,9999.999999999996
44,0.44,9792.401886239773,7.278052171080076,191.70215483688,8.617906752264208,9999.999999999996
45,0.45,9792.232936030938,7.432446275573796,191.52500878638529,8.809608907101088,9999.999999999998
46,0.46,9792.064144856018,7.586372557942698,191.34834867015005,9.001133915887474,9999.999999999998
47,0.47000000000000003,9791.895512278641,7.739832390203947,191.17217306659578,9.192482264557624,9999.999999999998
48,0.48,9791.727037863724,7.892827140340641,190.9964805583096,9.38365443762422,9999.999999999998
49,0.49,9791.558721177471,8.045358172313724,190.82126973203196,9.57465091818253,10000.0
50,0.5,9791.390561787366,8.197426846073872,190.64653917864456,9.765472187914561,10000.0
51,0.51,9791.222559262174,8.349034517573333,190.47228749315806,9.956118727093205,10000.0
52,0.52,9791.054713171934,8.500182538777741,190.29851327470004,10.146591014586363,9999.999999999998
53,0.53,9790.887023087957,8.650872257677893,190.1252151265029,10.336889527861063,10000.0
54,0.54,9790.719488582818,8.801105018301486,189.95239165589174,10.527014742987566,9999.999999999998
55,0.55,9790.552109230357,8.950882160724825,189.78004147427245,10.716967134643458,9999.999999999998
56,0.56,9790.384884605675,9.100205021084495,189.60816319711964,10.90674717611773,9999.999999999996
57,0.5700000000000001,9790.217814285128,9.24907493158899,189.4367554439647,11.096355339314849,9999.999999999996
58,0.58,9790.050897846324,9.39749322053032,189.26581683838393,11.285792094758813,9999.999999999998
59,0.59,9789.884134868118,9.545461212295582,189.0953460079866,11.475057911597197,9999.999999999998
60,0.6,9789.717524930611,9.692980227378479,188.92534158440318,11.664153257605184,9999.999999999998
61,0.61,9789.551067615144,9.840051582390831,188.75580220327353,11.853078599189587,9999.999999999998
