,days,infected,exposed,susceptible,recovered,total
0,0.0,20.0,0.0,980.0,0.0,1000.0
1,0.01,19.986,0.049,979.951,0.014000000000000002,1000.0
2,0.02,19.9721078,0.097865251715,979.902036748285,0.027990200000000003,1000.0
3,0.03,19.95832305504343,0.14659629399001078,979.8531099755065,0.04197067546000001,1000.0
4,0.04,19.94464542149288,0.19519366369048116,979.8042194132181,0.05594150159853041,1000.0
5,0.05,19.931074557025216,0.24365789570979832,979.7553647938714,0.06990275339357543,1000.0
6,0.06,19.91761012062672,0.29198952297675895,979.7065458508131,0.08385450558349308,1000.0000000000001
7,0.07,19.904251772588236,0.34018907646301144,979.6577623182809,0.0977968326679318,1000.0000000000001
8,0.08,19.89099917450035,0.3882570851904691,979.6090139314006,0.11172980890874357,1000.0000000000002
9,0.09,19.877851989248583,0.4361940762386946,979.5603004261819,0.1256535083308938,1000.0000000000001
10,0.1,19.864809881008586,0.484000574752256,979.5116215395159,0.13956800472336783,1000.0000000000001
11,0.11,19.851872515241386,0.5316771039480538,979.4629770091706,0.15347337164007385,1000.0000000000001
12,0.12,19.83903955868861,0.5792241851226199,979.4143665737881,0.16736968240074282,1000.0
13,0.13,19.826310679367776,0.6266423376593879,979.3657899728811,0.18125701009182485,1000.0000000000001
14,0.14,19.813685546567537,0.6739320790359361,979.3172469468292,0.19513542756738228,1000.0
15,0.15,19.801163830843013,0.7210939248312009,979.2687372368758,0.20900500744997955,1000.0
16,0.16,19.788745204011086,0.7681283887326639,979.2202605851247,0.22286582213156966,1000.0
17,0.17,19.776429339145743,0.8150359825435095,979.1718167345364,0.23671794377437744,999.9999999999999
18,0.18,19.764215910573427,0.8618172161897563,979.123405428925,0.25056144431177946,999.9999999999999
19,0.19,19.752104593868406,0.9084725977273598,979.075026412955,0.26439639544918087,999.9999999999999
20,0.2,19.740095065848152,0.9550026333492879,979.0266794321376,0.27822286866488877,1000.0
21,0.21,19.728187004568756,1.0014078273925695,978.9783642328276,0.29204093521098246,999.9999999999999
22,0.22,19.716380089320342,1.0476886823453144,978.9300805622202,0.3058506661141806,1000.0
23,0.23,19.704674000622507,1.0938456988537082,978.881828168347,0.31965213217670485,999.9999999999999
24,0.24,19.693068420219777,1.1398793757289774,978.8336068000741,0.3334454039771406,1000.0
25,0.25,19.681563031077083,1.1857902099543303,978.7854162070973,0.3472305518712945,1000.0000000000001
26,0.26,19.670157517375237,1.2315786966918691,978.7372561399399,0.36100764599304846,1000.0
27,0.27,19.65885156450646,1.277245329289476,978.6891263499489,0.3747767562552111,1000.0
28,0.28,19.647644859069885,1.3227905992876725,978.6410265892921,0.38853795235036565,1000.0
29,0.29,19.63653708886711,1.368214996426452,978.5929566109547,0.40229130375171457,1000.0
30,0.3,19.625527942897758,1.413519008652087,978.5449161687362,0.41603687971392156,1000.0
31,0.31,19.614617111355034,1.458703122123908,978.4969050172471,0.42977474927395,1000.0
32,0.32,19.603804285621333,1.5037678212210581,978.4489229119057,0.4435049812518985,999.9999999999999
33,0.33,19.59308915826384,1.548713588549221,978.400969608935,0.45722764425183343,1000.0
34,0.34,19.582471423030153,1.5935409049473217,978.3530448653598,0.4709428066626181,999.9999999999999
35,0.35000000000000003,19.571950774843927,1.6382502494942033,978.305148439003,0.48465053665873925,999.9999999999998
36,0.36,19.561526909800524,1.6828420995152762,978.257280088483,0.49835090220113,999.9999999999998
37,0.37,19.551199525162694,1.7273169305891434,978.20943957321,0.5120439710379904,999.9999999999999
38,0.38,19.54096831935626,1.7716752165541987,978.1616266533838,0.5257298107056043,999.9999999999998
39,0.39,19.53083299196582,1.8159174295151996,978.1138410899897,0.5394084885291537,999.9999999999999
40,0.4,19.520793243730473,1.8600440398498161,978.0660826447961,0.5530800716235298,1000.0
41,0.41000000000000003,19.51084877653956,1.9040555162151527,978.0183510803511,0.5667446268941412,999.9999999999999
42,0.42,19.500999293428414,1.9479523255542457,977.9706461599795,0.5804022210377189,1000.0
43,0.43,19.491244498574122,1.991734933102536,977.9229676477802,0.5940529205431188,1000.0
44,0.44,19.481584097291325,2.035403802394316,977.8753153086222,0.6076967916921207,1000.0
45,0.45,19.47201779602801,2.0789593952691527,977.8276889081426,0.6213339005602245,1000.0
46,0.46,19.462545302361328,2.122402171878285,977.780088212743,0.6349643130174442,1000.0000000000001
47,0.47000000000000003,19.453166324993433,2.1657325906909968,977.7325129895864,0.6485880947290971,1000.0
48,0.48,19.443880573747318,2.2089511085009654,977.6849630065951,0.6622053111565924,1000.0
49,0.49,19.434687759562696,2.2520581804325857,977.6374380324465,0.6758160275582156,1000.0000000000001
50,0.5,19.425587594491866,2.295054259947269,977.589937836571,0.6894203089899095,1000.0000000000001
