,days,susceptible,infected,recovered,total
0,0.0,9800.0,200.0,0.0,10000.0
1,0.01,9799.8236,200.0964,0.08,10000.0
2,0.02,9799.64711815193,200.19284328806955,0.16003856,10000.0
3,0.03,9799.470554422147,200.28932988053657,0.2401156973152278,9999.999999999998
4,0.04,9799.293908777,200.38585979373198,0.3202314292674424,9999.999999999998
5,0.05,9799.117181182824,200.48243304398986,0.4003857731849352,9999.999999999998
6,0.06,9798.94037160595,200.57904964764725,0.4805787464025311,10000.0
7,0.07,9798.763480012694,200.67570962104435,0.56081036626159,10000.0
8,0.08,9798.586506369365,200.77241298052436,0.6410806501100077,10000.0
9,0.09,9798.409450642264,200.86915974243354,0.7213896153022175,10000.0
10,0.1,9798.23231279768,200.96594992312123,0.8017372791991909,10000.000000000002
11,0.11,9798.055092801891,201.06278353893978,0.8821236591684394,10000.0
12,0.12,9797.87779062117,201.1596606062446,0.9625487725840153,10000.0
13,0.13,9797.700406221778,201.25658114139418,1.0430126368265131,9999.999999999998
14,0.14,9797.522939569966,201.35354516074997,1.1235152692830708,9999.999999999998
15,0.15,9797.345390631976,201.45055268067654,1.2040566873473708,10000.0
16,0.16,9797.167759374039,201.54760371754142,1.2846369084196414,10000.0
17,0.17,9796.990045762377,201.64469828771524,1.3652559499066579,9999.999999999998
18,0.18,9796.812249763205,201.74183640757164,1.445913829221744,9999.999999999998
19,0.19,9796.634371342727,201.83901809348728,1.5266105637847727,10000.0
20,0.2,9796.456410467135,201.93624336184183,1.6073461710221677,10000.0
21,0.21,9796.278367102614,202.033512229018,1.6881206683669043,9999.999999999998
22,0.22,9796.10024121534,202.1308247114015,1.7689340732585115,9999.999999999998
23,0.23,9795.922032771476,202.22818082538103,1.8497864031430722,10000.0
24,0.24,9795.743741737178,202.32558058734838,1.9306776754732247,10000.0
25,0.25,9795.565368078593,202.42302401369832,2.011607907708164,10000.0
26,0.26,9795.386911761856,202.5205111208286,2.092577117313643,9999.999999999998
27,0.27,9795.208372753097,202.61804192513992,2.1735853217619745,9999.999999999998
28,0.28,9795.02975101843,202.7156164430361,2.2546325385320305,9999.999999999998
29,0.29,9794.851046523965,202.8132346909239,2.335718785109245,9999.999999999998
30,0.3,9794.6722592358,202.91089668521306,2.4168440789856147,9999.999999999998
31,0.31,9794.493389120023,203.00860244231632,2.4980084376597,10000.0
