,days,susceptible,infected,recovered,total
0,0.0,980.0,20.0,0.0,1000.0
1,0.01,979.98236,20.00364,0.014000000000000002,1000.0
2,0.02,979.9647171070977,20.007280344902213,0.028002548000000002,1000.0
3,0.03,979.9470713211567,20.01092103460173,0.04200764424143155,999.9999999999999
4,0.04,979.9294226420407,20.014562068993577,0.05601528896565276,999.9999999999999
5,0.05,979.9117710696132,20.018203447972713,0.07002548241394826,999.9999999999999
6,0.06,979.8941166037383,20.021845171434034,0.08403822482752916,999.9999999999999
7,0.07,979.87645924428,20.025487239272366,0.09805351644753299,999.9999999999999
8,0.08,979.8587989911024,20.02912965138247,0.11207135751502365,999.9999999999999
9,0.09,979.8411358440699,20.03277240765904,0.12609174827099137,999.9999999999999
10,0.1,979.8234698030468,20.0364155079967,0.1401146889563527,999.9999999999999
11,0.11,979.8058008678979,20.040058952290018,0.15414017981195038,999.9999999999999
12,0.12,979.7881290384878,20.043702740433485,0.1681682210785534,999.9999999999998
13,0.13,979.7704543146815,20.04734687232153,0.18219881299685683,999.9999999999999
14,0.14,979.7527766963439,20.050991347848512,0.1962319558074819,999.9999999999998
15,0.15,979.7350961833401,20.05463616690873,0.21026764975097587,999.9999999999999
16,0.16,979.7174127755356,20.05828132939641,0.22430589506781198,999.9999999999999
17,0.17,979.6997264727958,20.061926835205718,0.23834669199838948,999.9999999999998
18,0.18,979.6820372749861,20.065572684230744,0.2523900407830335,999.9999999999998
19,0.19,979.6643451819724,20.06921887636552,0.266435941661995,999.9999999999999
20,0.2,979.6466501936204,20.07286541150401,0.2804843948754509,999.9999999999999
21,0.21,979.6289523097963,20.07651228954011,0.2945354006635037,999.9999999999999
22,0.22,979.6112515303661,20.080159510367643,0.3085889592661818,999.9999999999999
23,0.23,979.5935478551961,20.08380707388038,0.32264507092343914,999.9999999999999
24,0.24,979.5758412841527,20.087454979972012,0.3367037358751554,999.9999999999999
25,0.25,979.5581318171025,20.09110322853617,0.3507649543611358,999.9999999999999
26,0.26,979.5404194539124,20.094751819466413,0.3648287266211111,999.9999999999999
27,0.27,979.5227041944489,20.098400752656243,0.37889505289473757,1000.0
28,0.28,979.5049860385792,20.102050027999088,0.39296393342159697,999.9999999999999
29,0.29,979.4872649861704,20.10569964538831,0.4070353684411963,999.9999999999999
30,0.3,979.4695410370898,20.109349604717202,0.42110935819296813,1000.0
31,0.31,979.4518141912047,20.112999905878997,0.4351859029162702,999.9999999999999
32,0.32,979.4340844483827,20.11665054876686,0.4492650028503855,1000.0
33,0.33,979.4163518084915,20.12030153327388,0.4633466582345223,999.9999999999999
34,0.34,979.3986162713991,20.123952859293095,0.47743086930781403,1000.0
35,0.35000000000000003,979.3808778369732,20.127604526717462,0.4915176363093192,1000.0000000000001
36,0.36,979.3631365050821,20.131256535439878,0.5056069594780215,1000.0
37,0.37,979.345392275594,20.134908885353173,0.5196988390528294,1000.0
38,0.38,979.3276451483773,20.13856157635011,0.5337932752725767,1000.0
39,0.39,979.3098951233006,20.142214608323382,0.5478902683760217,1000.0
40,0.4,979.2921422002325,20.145867981165622,0.561989818601848,1000.0
41,0.41000000000000003,979.274386379042,20.14952169476939,0.576091926188664,1000.0
42,0.42,979.2566276595978,20.15317574902718,0.5901965913750026,1000.0
43,0.43,979.2388660417693,20.156830143831424,0.6043038143993216,1000.0
44,0.44,979.2211015254255,20.16048487907448,0.6184135955000035,1000.0
45,0.45,979.203334110436,20.164139954648647,0.6325259349153557,1000.0000000000001
46,0.46,979.1855637966703,20.167795370446147,0.6466408328836097,1000.0
47,0.47000000000000003,979.167790583998,20.171451126359145,0.660758289642922,1000.0
48,0.48,979.150014472289,20.175107222279735,0.6748783054313735,1000.0
