,days,susceptible,infected,recovered,total
0,0.0,4900.0,100.0,0.0,5000.0
1,0.01,4899.755,100.205,0.04,5000.0
2,0.02,4899.509510025113,100.4104079748875,0.08008200000000001,5000.000000000001
3,0.03,4899.263529150724,100.61622468608678,0.12024616318995501,5000.000000000001
4,0.04,4899.017056450702,100.82245089623504,0.16049265306438973,5000.000000000001
5,0.05,4898.770090997395,101.02908736918346,0.20082163342288376,5000.000000000001
6,0.06,4898.522631861632,101.23613486999824,0.24123326837055714,5000.000000000001
7,0.07,4898.274678112721,101.44359416496168,0.2817277223185565,5000.000000000001
8,0.08,4898.026228818443,101.65146602157319,0.3223051599845411,5000.000000000001
9,0.09,4897.777283045058,101.8597512085503,0.3629657463931704,5000.000000000002
10,0.1,4897.527839857295,102.06845049582982,0.40370964687659056,5000.000000000001
11,0.11,4897.277898318357,102.2775646545687,0.4445370270749225,5000.000000000001
12,0.12,4897.027457489919,102.4870944571452,0.48544805293675,5000.0
13,0.13,4896.776516432121,102.69704067715985,0.526442890719608,5000.0
14,0.14,4896.525074203573,102.90740408943648,0.567521706990472,5000.0
15,0.15,4896.273129861351,103.11818547002328,0.6086846686262466,5000.000000000001
16,0.16,4896.020682460992,103.32938559619373,0.6499319428142559,5000.0
17,0.17,4895.7677310564995,103.54100524644772,0.6912636970527334,5000.0
18,0.18,4895.5142747003365,103.7530452005125,0.7326800991513125,5000.0
19,0.19,4895.260312443425,103.96550623934367,0.7741813172315175,5000.000000000001
20,0.2,4895.005843335147,104.1783891451262,0.8157675197272549,5000.0
21,0.21,4894.750866423339,104.39169470127547,0.8574388753853054,5000.0
22,0.22,4894.495380754296,104.6054236924382,0.8991955532658156,5000.0
23,0.23,4894.2393853727635,104.81957690449346,0.9410377227427908,5000.0
24,0.24,4893.982879321941,105.0341551245537,0.9829655535045883,5000.0
25,0.25,4893.725861643479,105.24915914096569,1.0249792155544097,4999.999999999999
26,0.26,4893.468331377477,105.46458974331149,1.067078879210796,4999.999999999998
27,0.27,4893.210287562481,105.68044772240947,1.1092647151081205,4999.999999999999
28,0.28,4892.951729235487,105.89673387031526,1.1515368941970843,4999.999999999999
29,0.29,4892.692655431931,106.1134489803227,1.1938955877452104,4999.999999999998
30,0.3,4892.433065185696,106.33059384696486,1.2363409673373396,4999.999999999998
31,0.31,4892.172957529107,106.54816926601494,1.2788732048761255,4999.999999999998
32,0.32,4891.912331492928,106.76617603448724,1.3214924725825314,4999.999999999998
33,0.33,4891.651186106364,106.98461495063817,1.3641989429963264,4999.999999999998
34,0.34,4891.389520397054,107.20348681396713,1.4069927889765816,4999.999999999998
35,0.35000000000000003,4891.1273333910785,107.42279242521748,1.4498741837021685,4999.999999999998
36,0.36,4890.864624112948,107.64253258637748,1.4928433006722555,4999.999999999998
37,0.37,4890.60139158561,107.86270810068125,1.5359003137068064,4999.999999999998
38,0.38,4890.337634830442,108.08331977260967,1.5790453969470788,4999.999999999998
39,0.39,4890.073352867251,108.30436840789133,1.6222787248561226,4999.999999999998
40,0.4,4889.808544714276,108.52585481350344,1.6656004722192792,4999.999999999998
41,0.41000000000000003,4889.543209388181,108.74777979767279,1.7090108141446805,4999.999999999998
42,0.42,4889.277345904058,108.9701441698766,1.7525099260637496,4999.999999999998
43,0.43,4889.010953275423,109.19294874084349,1.7960979837317002,4999.999999999998
44,0.44,4888.744030514216,109.41619432255436,1.8397751632280375,4999.999999999999
45,0.45,4888.476576630798,109.63988172824332,1.8835416409570591,4999.999999999999
46,0.46,4888.208590633952,109.86401177239857,1.9273975936483565,4999.999999999999
47,0.47000000000000003,4887.940071530878,110.08858527076329,1.971343198357316,4999.999999999999
48,0.48,4887.671018327197,110.31360304033653,2.0153786324656213,4999.999999999999
49,0.49,4887.401430026944,110.53906589937415,2.059504073681756,4999.999999999999
50,0.5,4887.131305632568,110.76497466738962,2.1037197000415055,4999.999999999999
51,0.51,4886.860644144936,110.99133016515496,2.1480256899084615,4999.999999999999
52,0.52,4886.589444563323,111.2181332147016,2.1924222219745237,4999.999999999999
53,0.53,4886.317705885417,111.44538463932122,2.236909475260404,4999.999999999999
54,0.54,4886.045427107316,111.67308526356665,2.281487629116133,4999.999999999998
55,0.55,4885.772607223525,111.90123591325273,2.3261568632215592,4999.999999999999
56,0.56,4885.499245226955,112.12983741545715,2.3709173575868605,5000.0
57,0.5700000000000001,4885.225340108925,112.35889059852128,2.415769292553043,4999.999999999999
58,0.58,4884.950890859155,112.58839629205109,2.460712848792452,4999.999999999998
59,0.59,4884.675896465771,112.8183553269179,2.5057482073092725,4999.999999999998
60,0.6,4884.400355915299,113.04876853525928,2.5508755494400397,4999.999999999998
61,0.61,4884.124268192664,113.27963675047988,2.596095056854143,4999.999999999998
62,0.62,4883.847632281192,113.51096080725222,2.641406911554335,4999.999999999999
63,0.63,4883.570447162604,113.74274154151755,2.686811295877236,4999.999999999999
64,0.64,4883.292711817018,113.97497979048664,2.732308392493843,4999.999999999999
65,0.65,4883.014425222948,114.20767639264064,2.7778983844100376,4999.999999999999
66,0.66,4882.7355863573,114.44083218773181,2.8235814549670937,4999.999999999999
67,0.67,4882.4561941953725,114.67444801678441,2.8693577878421865,4999.999999999999
68,0.68,4882.176247710855,114.90852472209544,2.9152275670489005,4999.999999999999
69,0.6900000000000001,4881.895745875826,115.14306314723545,2.9611909769377385,4999.999999999999
70,0.7000000000000001,4881.614687660753,115.37806413704936,3.0072482021966325,4999.999999999999
71,0.71,4881.33307203449,115.61352853765719,3.0533994278514522,4999.999999999998
72,0.72,4881.050897964277,115.84945719645486,3.099644839266515,4999.999999999998
73,0.73,4880.768164415738,116.085850962115,3.145984622145097,4999.999999999998
74,0.74,4880.4848703528805,116.32271068458766,3.1924189625299433,4999.999999999998
75,0.75,4880.201014738093,116.5600372151011,3.2389480468037783,4999.999999999998
76,0.76,4879.916596532146,116.79783140616259,3.2855720616898187,4999.999999999999
77,0.77,4879.631614694187,117.03609411155907,3.3322911942522837,4999.999999999998
78,0.78,4879.346068181743,117.27482618635798,3.3791056318969073,4999.999999999998
79,0.79,4879.059955950719,117.51402848690799,3.4260155623714503,4999.999999999998
80,0.8,4878.773276955392,117.75370187083969,3.4730211737662136,4999.999999999998
81,0.81,4878.486030148417,117.99384719706637,3.5201226545145494,4999.999999999997
82,0.8200000000000001,4878.19821448082,118.23446532578473,3.567320193393376,4999.999999999998
83,0.8300000000000001,4877.9098289019985,118.47555711847558,3.61461397952369,4999.999999999998
84,0.84,4877.620872359722,118.71712343790462,3.6620042023710804,4999.999999999998
85,0.85,4877.331343800129,118.95916514812308,3.7094910517462423,4999.999999999998
86,0.86,4877.041242167724,119.20168311446845,3.7570747178054913,4999.999999999997
87,0.87,4876.7505664053815,119.4446782035652,3.8047553910512786,4999.999999999997
88,0.88,4876.45931545434,119.68815128332545,3.8525332623327047,4999.999999999998
89,0.89,4876.167488254202,119.93210322294966,3.900408522846035,4999.999999999998
90,0.9,4875.875083742935,120.17653489292734,3.948381364135215,4999.999999999998
91,0.91,4875.582100856867,120.42144716503766,3.9964519780923857,4999.999999999997
92,0.92,4875.288538530689,120.66684091235021,4.0446205569584,4999.999999999998
93,0.93,4874.994395697448,120.91271700922562,4.092887293323341,4999.999999999998
94,0.9400000000000001,4874.699671288554,121.15907633131619,4.141252380127031,4999.999999999997
95,0.9500000000000001,4874.404364233771,121.4059197555666,4.1897160106595575,4999.999999999996
96,0.96,4874.1084734612205,121.65324816021455,4.238278378561784,4999.999999999996
97,0.97,4873.811997897379,121.90106242479135,4.2869396778258695,4999.999999999996
98,0.98,4873.514936467078,122.14936343012262,4.335700102795786,4999.999999999996
99,0.99,4873.2172880934995,122.39815205832889,4.384559848167835,4999.999999999996
100,1.0,4872.919051698179,122.64742919282624,4.433519108991167,4999.999999999996
101,1.01,4872.620226201001,122.89719571832687,4.482578080668297,4999.999999999996
102,1.02,4872.320810520201,123.14745252083979,4.531736958955628,4999.999999999996
103,1.03,4872.020803572361,123.39820048767137,4.580995939963964,4999.999999999996
104,1.04,4871.720204272411,123.64944050742596,4.630355220159033,4999.999999999996
105,1.05,4871.419011533628,123.9011734700065,4.679814996362003,4999.999999999996
106,1.06,4871.117224267631,124.15340026661505,4.729375465750006,4999.999999999996
107,1.07,4870.814841384386,124.40612178975346,4.779036825856652,4999.999999999996
108,1.08,4870.5118617922,124.65933893322385,4.828799274572553,4999.999999999996
109,1.09,4870.208284397721,124.91305259212928,4.878663010145843,4999.999999999996
110,1.1,4869.9041081059395,125.16726366287422,4.928628231182694,4999.999999999996
111,1.11,4869.599331820184,125.42197304316518,4.978695136647843,4999.999999999996
112,1.12,4869.293954442121,125.6771816320112,5.028863925865109,4999.999999999997
113,1.1300000000000001,4868.987974871755,125.93289032972443,5.079134798517914,4999.999999999997
114,1.1400000000000001,4868.681392007426,126.18910003792068,5.129507954649804,4999.999999999997
115,1.1500000000000001,4868.374204745812,126.4458116595199,5.179983594664972,4999.999999999996
116,1.16,4868.066411981921,126.70302609874678,5.23056191932878,4999.999999999996
117,1.17,4867.758012609097,126.96074426113117,5.281243129768279,4999.999999999996
118,1.18,4867.449005519015,127.21896705350868,5.332027427472731,4999.999999999997
119,1.19,4867.139389601682,127.47769538402115,5.382915014294134,4999.999999999996
120,1.2,4866.829163745432,127.73693016211715,5.433906092447743,4999.999999999997
121,1.21,4866.518326836932,127.99667229855245,5.48500086451259,4999.999999999997
122,1.22,4866.206877761175,128.25692270539056,5.53619953343201,4999.999999999998
123,1.23,4865.89481540148,128.51768229600313,5.587502302514166,4999.999999999996
124,1.24,4865.582138639494,128.7789519850705,5.638909375432568,4999.999999999996
125,1.25,4865.268846355188,129.04073268858212,5.690420956226596,4999.999999999996
