,days,susceptible,infected,recovered,total
0,0.0,4900.0,100.0,0.0,5000.0
1,0.01,4899.9118,99.9882,0.1,5000.0
2,0.02,4899.8236119950125,99.97639980498734,0.19998820000000003,5000.0
3,0.03,4899.7354359846195,99.96459941557556,0.29996459980498735,5000.0
4,0.04,4899.647271968402,99.95279883237808,0.3999291992205629,5000.0
5,0.05,4899.5591199459395,99.94099805600814,0.499881998052941,5000.000000000001
6,0.06,4899.470979916813,99.92919708707886,0.5998229961089492,5000.000000000001
7,0.07,4899.382851880601,99.9173959262032,0.6997521931960281,5000.000000000001
8,0.08,4899.294735836885,99.90559457399397,0.7996695891222313,5000.000000000001
9,0.09,4899.2066317852405,99.89379303106384,0.8995751836962252,5000.000000000001
10,0.1,4899.1185397252475,99.88199129802533,0.9994689767272891,5000.0
11,0.11,4899.030459656484,99.87018937549081,1.0993509680253144,5000.0
12,0.12,4898.942391578526,99.85838726407252,1.1992211574008051,5000.0
13,0.13,4898.8543354909525,99.84658496438252,1.2990795446648777,5000.0
14,0.14,4898.766291393338,99.83478247703275,1.3989261296292603,5000.0
15,0.15,4898.678259285259,99.82297980263499,1.498760912106293,5000.0
16,0.16,4898.59023916629,99.81117694180088,1.5985838919089281,5000.0
17,0.17,4898.502231036007,99.7993738951419,1.698395068850729,5000.0
18,0.18,4898.414234893985,99.78757066326939,1.798194442745871,5000.0
19,0.19,4898.326250739797,99.77576724679456,1.8979820134091403,5000.0
20,0.2,4898.238278573016,99.76396364632845,1.9977577806559348,5000.0
21,0.21,4898.150318393216,99.75215986248195,2.0975217443022633,5000.0
22,0.22,4898.06237019997,99.74035589586582,2.1972739041647453,5000.000000000001
23,0.23,4897.974433992849,99.72855174709065,2.297014260060611,5000.000000000001
24,0.24,4897.886509771426,99.7167474167669,2.3967428118077017,5000.000000000001
25,0.25,4897.798597535271,99.7049429055049,2.4964595592244687,5000.000000000001
26,0.26,4897.710697283956,99.69313821391478,2.5961645021299735,5000.0
27,0.27,4897.62280901705,99.68133334260656,2.6958576403438883,5000.0
28,0.28,4897.534932734124,99.66952829219011,2.795538973686495,5000.0
29,0.29,4897.447068434746,99.65772306327514,2.895208501978685,4999.999999999999
30,0.3,4897.359216118487,99.64591765647123,2.99486622504196,5000.0
31,0.31,4897.271375784914,99.63411207238778,3.0945121426984317,5000.000000000001
32,0.32,4897.183547433596,99.62230631163409,3.1941462547708195,5000.000000000001
33,0.33,4897.095731064099,99.61050037481927,3.2937685610824534,5000.0
34,0.34,4897.007926675991,99.59869426255229,3.3933790614572725,5000.000000000001
35,0.35000000000000003,4896.920134268839,99.58688797544198,3.4929777557198247,5000.000000000001
36,0.36,4896.832353842209,99.57508151409704,3.5925646436952667,5000.000000000002
37,0.37,4896.744585395666,99.56327487912598,3.6921397252093637,5000.000000000001
38,0.38,4896.656828928776,99.55146807113721,3.7917030000884897,5000.000000000002
39,0.39,4896.569084441103,99.53966109073895,3.891254468159627,5000.000000000002
40,0.4,4896.4813519322115,99.52785393853928,3.990794129250366,5000.000000000001
41,0.41000000000000003,4896.393631401666,99.51604661514617,4.090321983188906,5000.000000000002
42,0.42,4896.30592284903,99.50423912116739,4.189838029804052,5000.000000000002
43,0.43,4896.218226273866,99.49243145721059,4.289342268925219,5000.000000000002
44,0.44,4896.130541675736,99.48062362388325,4.38883470038243,5000.000000000001
