,days,susceptible,infected,recovered,total
1939,19.39,925.8617389562672,48.881918354640845,25.25634268909296,1000.000000000001
1940,19.400000000000002,925.8210068481291,48.903097695437204,25.275895456434817,1000.000000000001
1941,19.41,925.7802588844974,48.92428441999077,25.295456695512993,1000.000000000001
1942,19.42,925.7394950614708,48.94547852924924,25.31502640928099,1000.0000000000011
1943,19.43,925.6987153751495,48.96668002415883,25.33460460069269,1000.000000000001
1944,19.44,925.6579198216344,48.98788890566426,25.35419127270235,1000.000000000001
1945,19.45,925.6171083970277,49.00910517470878,25.373786428264616,1000.000000000001
1946,19.46,925.5762810974325,49.03032883223414,25.393390070334497,1000.000000000001
1947,19.47,925.5354379189531,49.051559879180616,25.413002201867393,1000.0000000000011
1948,19.48,925.494578857695,49.07279831648699,25.432622825819063,1000.0000000000011
1949,19.490000000000002,925.4537039097648,49.09404414509055,25.452251945145658,1000.0000000000011
1950,19.5,925.4128130712703,49.1152973659271,25.471889562803696,1000.000000000001
1951,19.51,925.3719063383201,49.13655797993094,25.49153568175007,1000.000000000001
1952,19.52,925.3309837070242,49.15782598803488,25.51119030494204,1000.0000000000011
1953,19.53,925.2900451734936,49.179101391170235,25.530853435337253,1000.000000000001
1954,19.54,925.2490907338405,49.20038419026681,25.55052507589372,1000.000000000001
1955,19.55,925.2081203841783,49.22167438625292,25.570205229569826,1000.0000000000011
1956,19.56,925.1671341206213,49.24297198005538,25.589893899324327,1000.000000000001
1957,19.57,925.1261319392852,49.26427697259949,25.60959108811635,1000.000000000001
1958,19.580000000000002,925.0851138362866,49.28558936480905,25.62929679890539,1000.0000000000011
1959,19.59,925.0440798077434,49.306909157606356,25.649011034651313,1000.000000000001
1960,19.6,925.0030298497745,49.32823635191219,25.668733798314356,1000.0000000000011
1961,19.61,924.9619639585002,49.34957094864582,25.68846509285512,1000.0000000000011
1962,19.62,924.9208821300415,49.370912948725014,25.70820492123458,1000.0000000000011
1963,19.63,924.8797843605211,49.392262353066016,25.727953286414067,1000.0000000000011
1964,19.64,924.8386706460623,49.41361916258355,25.747710191355292,1000.0000000000011
1965,19.650000000000002,924.79754098279,49.434983378190836,25.767475639020326,1000.0000000000011
1966,19.66,924.75639536683,49.45635500079957,25.7872496323716,1000.0000000000013
1967,19.67,924.7152337943094,49.47773403131992,25.807032174371923,1000.0000000000011
1968,19.68,924.6740562613562,49.499120470660536,25.82682326798445,1000.0000000000011
1969,19.69,924.6328627641,49.52051431972855,25.846622916172716,1000.0000000000013
1970,19.7,924.5916532986711,49.541915579429556,25.866431121900607,1000.0000000000013
1971,19.71,924.5504278612012,49.563324250667634,25.886247888132377,1000.0000000000013
