,days,infected,susceptible,recovered,total
0,0.0,20.0,980.0,0.0,1000.0
1,0.01,20.029,979.951,0.02,1000.0
2,0.02,20.0580395964475,979.9019314035526,0.040028999999999995,1000.0000000000001
3,0.03,20.087118836202873,979.8527941242007,0.0600870395964475,1000.0
4,0.04,20.116237766160566,979.8035880754069,0.08017415843265037,1000.0000000000001
5,0.05,20.14539643324906,979.7543131705522,0.10029039619881093,1000.0000000000001
6,0.06,20.174594884430828,979.7049693229372,0.12043579263206,1000.0000000000001
7,0.07,20.20383316670228,979.6555564457814,0.14061038751649083,1000.0000000000002
8,0.08,20.233111327093738,979.6060744522232,0.16081422068319312,1000.0000000000001
9,0.09,20.262429412669366,979.5565232553205,0.18104733201028686,1000.0000000000001
10,0.1,20.291787470527147,979.50690276805,0.20130976142295623,1000.0000000000002
11,0.11,20.32118554779883,979.4572129033079,0.22160154889348338,1000.0000000000001
12,0.12,20.350623691649876,979.407453573909,0.2419227344412822,1000.0000000000001
13,0.13,20.380101949279425,979.3576246925878,0.26227335813293207,1000.0000000000001
14,0.14,20.409620367920244,979.3077261719977,0.2826534600822115,1000.0000000000002
15,0.15,20.439178994838677,979.2577579247114,0.30306308045013175,1000.0000000000002
16,0.16,20.468777877334606,979.2077198632206,0.3235022594449704,1000.0000000000001
17,0.17,20.4984170627414,979.1576118999365,0.343971037322305,1000.0000000000001
18,0.18,20.528096598425865,979.1074339471893,0.3644694543850464,1000.0000000000002
19,0.19,20.557816531788202,979.0571859172285,0.38499755098347227,1000.0000000000001
20,0.2,20.58757691026195,979.006867722223,0.40555536751526045,1000.0000000000002
21,0.21,20.617377781313955,978.9564792742607,0.4261429444255224,1000.0000000000002
22,0.22,20.647219192444297,978.906020485349,0.44676032220683637,1000.0000000000001
23,0.23,20.677101191186264,978.8554912674147,0.46740754139928065,1000.0000000000002
24,0.24,20.70702382510629,978.8048915323035,0.4880846425904669,1000.0000000000002
25,0.25,20.73698714180391,978.7542211917807,0.5087916664155732,1000.0000000000002
26,0.26,20.766991188911707,978.7034801575311,0.5295286535573771,1000.0000000000001
27,0.27,20.797036014095266,978.6526683411586,0.5502956447462888,1000.0000000000001
28,0.28,20.827121665053124,978.6017856541866,0.571092680760384,1000.0000000000001
29,0.29,20.857248189516717,978.550832008058,0.5919198024254371,1000.0000000000001
30,0.3,20.887415635250324,978.4998073141348,0.6127770506149538,1000.0000000000001
31,0.31,20.91762405005103,978.4487114836988,0.6336644662502041,1000.0000000000001
32,0.32,20.947873481748662,978.3975444279512,0.6545820903002552,1000.0
33,0.33,20.97816397820574,978.3463060580124,0.6755299637820038,1000.0000000000001
34,0.34,21.008495587317427,978.2949962849225,0.6965081277602095,1000.0000000000001
35,0.35000000000000003,21.038868357011477,978.2436150196411,0.717516623347527,1000.0
36,0.36,21.06928233524818,978.1921621730473,0.7385554917045385,1000.0000000000001
37,0.37,21.09973757002031,978.1406376559399,0.7596247740397867,1000.0000000000001
38,0.38,21.130234109353072,978.0890413790372,0.7807245116098069,1000.0000000000001
39,0.39,21.16077200130405,978.0373732529769,0.80185474571916,1000.0000000000001
40,0.4,21.191351293963148,977.9856331883165,0.8230155177204641,1000.0000000000001
41,0.41000000000000003,21.22197203545254,977.9338210955331,0.8442068690144272,1000.0
42,0.42,21.25263427392662,977.8819368850235,0.8654288410498797,1000.0
43,0.43,21.283338057571935,977.8299804671043,0.8866814753238064,1000.0
44,0.44,21.314083434607138,977.7779517520115,0.9079648133813784,1000.0
45,0.45,21.344870453282933,977.7258506499011,0.9292788968159855,1000.0
46,0.46,21.37569916188202,977.6736770708487,0.9506237672692684,1000.0
47,0.47000000000000003,21.406569608719032,977.6214309248498,0.9719994664311504,1000.0
48,0.48,21.437481842140482,977.5691121218197,0.9934060360398694,1000.0000000000001
49,0.49,21.468435910524715,977.5167205715933,1.0148435178820099,1000.0
50,0.5,21.499431862281835,977.4642561839256,1.0363119537925345,1000.0
51,0.51,21.530469745853658,977.4117188684916,1.0578113856548164,1000.0000000000001
52,0.52,21.561549609713655,977.3591085348858,1.07934185540067,1000.0000000000001
53,0.53,21.592671502366894,977.3064250926228,1.1009034050103836,1000.0000000000001
54,0.54,21.62383547234997,977.2536684511374,1.1224960765127505,1000.0000000000001
55,0.55,21.655041568230963,977.200838519784,1.1441199119851004,1000.0000000000001
56,0.56,21.686289838609373,977.1479352078373,1.1657749535533315,1000.0
57,0.5700000000000001,21.717580332116054,977.094958424492,1.187461243391941,1000.0
58,0.58,21.748913097413162,977.0419080788628,1.209178823724057,1000.0
59,0.59,21.780288183194095,976.9887840799844,1.2309277368214702,1000.0
60,0.6,21.811705638183426,976.9355863368119,1.2527080250046643,999.9999999999999
61,0.61,21.843165511136853,976.8823147582202,1.2745197306428477,999.9999999999999
62,0.62,21.87466785084113,976.8289692530049,1.2963628961539846,999.9999999999999
63,0.63,21.90621270611401,976.7755497298812,1.3182375640048258,1000.0
64,0.64,21.937800125804184,976.7220560974848,1.3401437767109399,1000.0
65,0.65,21.96943015879121,976.668488264372,1.362081576836744,999.9999999999999
66,0.66,22.001102853985458,976.6148461390189,1.3840510069955352,999.9999999999999
67,0.67,22.032818260328057,976.5611296298224,1.4060521098495207,1000.0
68,0.68,22.064576426790815,976.5073386450994,1.4280849281098487,1000.0
69,0.6900000000000001,22.096377402376167,976.4534730930873,1.4501495045366395,1000.0000000000001
70,0.7000000000000001,22.128221236117106,976.399532881944,1.4722458819390156,1000.0000000000001
71,0.71,22.16010797707712,976.3455179197479,1.4943741031751328,1000.0000000000001
